,...1,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,magistrate,notes
222,1734,1990-1990-at&ttx-001,"AT&T Technologies, Inc. v. Heleva",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-8H50-0054-44S2-00000-00&context=1516831&sourcegroupingtype=G,1990 U.S. Dist. LEXIS 6898,Civil Action No. 87-6711,87-06711,A company's contribution claim against corporations for clean up of a superfund site was not subject to dismissal because the company's expenditure to provide an alternate water supply fulfilled its obligations to the EPA pursuant to a consent order.,U.S. Federal,United States District Court for the Eastern District of Pennsylvania,6/6/90,at and t technologies,industry,steven d heleva%lois m heleva%heleva landfill inc%air products and chemicals%american nickeloid co%pfizer inc%alpo pet foods inc%ceramet inc%mack trucks inc%general electric co%olin corp%gaf corp%louis c novak%edwin l ziegler%zeek inc%edward f reeser%reeser's hauling services inc%automated waste removal corp%robert j mcauliffe%solid waste services inc%robert j. mcauliffe inc,industry%individual,terry c. kern,plaintiff,none,none,pennsylvania,cercla,none,recover cleanup costs,toxic waste disposal,hazardous waste materials located on landfill site,2,no,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Waste Management,terry c. kern,terry,c.,kern,c,1,1383256,1265,kern,terence,c., ,NA,NA,1944,Clinton,OK,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Oklahoma,Judge,William J. Clinton,Democratic,,,Qualified,OKND0501,104 Stat. 5089,,3/9/94,Oklahoma State University,B.S.,1966,University of Oklahoma College of Law,J.D.,1969,University of Virginia School of Law,"LL.M., judicial process",2004,,,NA,,,NA,"U.S. Army Reserve, 1969-1975; General attorney, Division of Compliance, Bureau of Deceptive Practices, Federal Trade Commission, 1969-1970; Private practice, Ardmore, Oklahoma, 1970-1994",,967,Democratic,William J. Clinton,USDC,"U. S. District Court, Northern District of Oklahoma",OK,3/9/94,2894967684,0.439,0.439,-0.14,0.409,-0.452,-0.79,-0.14,0.409,0.1,0.436,0,0,1,1944,M,White,Qualified,University of Oklahoma College of Law,"U.S. Army Reserve, 1969-1975<BR>General attorney, Division of Compliance, Bureau of Deceptive Practices, Federal Trade Commission, 1969-1970<BR>Private practice, Ardmore, Oklahoma, 1970-1994",2010,1994,6,B.S.,0,0,1,-0.318,0.087641865,,NA,3000,,NA,3000,NA,NA,NA,2010,NA,NA,"U. S. District Court, Northern District of Oklahoma",,NA,c,NA,NA,NA,NA,NA,1,0,
297,2312,2012-0884-nrdcvx-001,NRDC v. United States FDA,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:557M-XY71-F04F-00B4-00000-00&context=1516831&sourcegroupingtype=G,884 F. Supp. 2d 127,11 Civ. 3562 (THK),11-03562,none,U.S. Federal,United States District Court for the Southern District of New York,3/22/12,natural resources defense council inc%center for science in the public interest%food animal concerns trust%union of concerned scientists inc,ngo%union,united states food and drug administration%united states department of health and human services,fed,theodore h. katz,plaintiff,none,fda,new york,ffdca,none,increase regulation,ag-fauna,antibiotic use in livestock,2,yes,0,none,20,none,1,no,0,none,0,none,0,none,Biosphere,Fauna,waste & pollution,Pollution/Waste,theodore h. katz,theodore,h.,katz,h,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
13,106,1994-0904-kneedx-001,Knee Deep Cattle Co. v. Bindana Invs. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-85D0-003B-V4JF-00000-00&context=1516831&sourcegroupingtype=G,904 F. Supp. 1177,Civil No. 94-6156-TC,94-06156,"Court dismissed action brought under the Federal Clean Water Act, finding that the state prosecution had been diligently prosecuted and was similar to the federal law for purposes of statutory preclusion.",U.S. Federal,United States District Court for the District of Oregon,11/3/94,"knee deep cattle company, inc.%mike stevenson%bill stevenson%lois stevenson",industry%individual,bindana investments company limited%abram kool,industry%individual,thomas m coffin,defendant,lack of subject matter jurisdiction,none,oregon,cwa,none,upgrade treatment facility,clean groundwater,sewage treatment,0,no,0,none,0,none,0,yes,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Waste Management,thomas m coffin,thomas,m,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
17,132,2010-0727-fronti-001,"Frontier Recovery, LLC v. Lane County",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:7YSD-9MK1-652J-H01V-00000-00&context=1516831&sourcegroupingtype=G,727 F. Supp. 2d 968,09-CV-6017-TC,09-06017,none,U.S. Federal,"United States District Court for the District of Oregon, Eugene Division",4/14/10,"frontier recovery, llc",industry,lane county,local,thomas m coffin,mixed,none,none,oregon,rcra%cercla,none,cleanup liability,solid waste disposal,former landfill,1,yes,0,none,1,none,0,no,0,none,0,none,0,none,Anthropogenic,Hazardous Substance,waste & pollution,unknown,thomas m coffin,thomas,m,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
83,598,1998-1998-sierra-003,Sierra Club v. Hyundai Am.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3VM7-1Y30-0038-Y4PJ-00000-00&context=1516831&sourcegroupingtype=G,1998 U.S. Dist. LEXIS 20783,Civil No. 96-6131-TC,96-06131,Nonprofit corporations' claim for injunctive relief was moot because the company could not be enjoined from violating the conditions of a permit that had expired.,U.S. Federal,United States District Court for the District of Oregon,4/7/98,sierra club%citizens for public accountability%constitutional law foundation,ngo,"hyundai america, inc.",industry,thomas m. coffin,mixed,none,none,oregon,cwa,none,seeking reconsideration of order,turbid water,water discharge permit,2,no,0,none,2,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,conservation,Flora/Fauna/Ecosystems,thomas m. coffin,thomas,m.,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
189,1483,2011-2011-novick-001,"Novick v. Eugene Chptr., Izaak Walton League of Am., Inc.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:54GP-YW71-F04F-30F1-00000-00&context=1516831&sourcegroupingtype=G,2011 U.S. Dist. LEXIS 144644,99-CV-6190-TC,99-06190,none,U.S. Federal,"United States District Court for the District of Oregon, Eugene Division",12/15/11,adam novick,industry,"eugene chapter,izaak walton league of america",ngo,Thomas M. Coffin,defendant,none,none,oregon,cwa%sdwa,none,press charges,property,pollution,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Landscapes,waste & pollution,Production,Thomas M. Coffin,thomas,m.,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
216,1716,2014-2014-cascad-001,Cascadia Wildlands v. United States BIA,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5CHJ-H1R1-F04F-302C-00000-00&context=1516831&sourcegroupingtype=G,2014 U.S. Dist. LEXIS 86541,6:13-cv-1559-TC,13-01559,none,U.S. Federal,United States District Court for the District of Oregon,3/19/14,cascadia wildlands%oregon wild%umpqua watersheds,ngo,united states bureau of indian affairs%the coquille indian tribe,fed%tribe,thomas m. coffin,defendant,none,bif,oregon,nepa%esa,marbled murrelet%northern spotted owl,stop extraction,forest,timber harvest,1,yes,53,indian%tribe%tribal,4,none,0,no,0,none,0,none,0,unique instance where tribe is not working to protect the land in favor of tribal economic development,Biosphere,Flora,conservation%conservation,Flora/Fauna/Ecosystems%Flora/Fauna/Ecosystems,thomas m. coffin,thomas,m.,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
426,3326,2008-2008-klamat-002,Klamath-Siskiyou Wildlands Ctr. v. BLM,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4SSR-3GX0-TXFR-N28R-00000-00&context=1516831&sourcegroupingtype=G,2008 U.S. Dist. LEXIS 46847,Civil No. 07-6272-TC,07-06272,none,U.S. Federal,United States District Court for the District of Oregon,6/13/08,klamath-sisikiyou wildlands center%cascadia wildlands project%umpqua watersheds,ngo,the bureau of land management%seneca jones timber company,fed%industry,thomas m. coffin,defendant,none,blm,oregon,nepa,none,challenge environmental assessment%cease harvesting activities,creek%forest%ag flora%flora%fauna,logging projects adjacent to creek,0,no,0,none,11,none,0,no,0,none,0,none,0,none,Biosphere%Biosphere%Landscapes,Flora%Fauna%Freshwater,conservation,Flora/Fauna/Ecosystems,thomas m. coffin,thomas,m.,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
487,3853,2016-0158-flyfis-001,Flyfishers v. McIntosh,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5HXX-C9D1-F04F-30RW-00000-00&context=1516831&sourcegroupingtype=G,158 F. Supp. 3d 1085,Case No. 6:13-cv-02125-TC,13-02125,none,U.S. Federal,United States District Court for the District of Oregon,1/22/16,mckenzie flyfishers%steamboaters,industry,oregon department of fish and wildlife%army corps of engineers,state%fed,thomas m. coffin,mixed,plaintiffs' motion for fees is both granted and denied in part,acoe,oregon,esa,spring chinook salmon,stop violation of regulations,water%fauna,mckenzie hatchery and cougar dam,4,no,0,none,4,"ted labbe, none, none%dr. gordon luikart, none, none",8,no,0,none,0,none,0,none,Biosphere%Landscapes,Fauna%Freshwater,conservation,Construction-Water Infrastructure,thomas m. coffin,thomas,m.,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
528,4169,2016-0217-julian-001,Juliana v. United States,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5JKC-6TG1-F04F-31W2-00000-00&context=1516831&sourcegroupingtype=G,217 F. Supp. 3d 1224,6:15-cv-1517-TC,15-01517,none,U.S. Federal,United States District Court for the District of Oregon,4/8/16,kelsey cascadia rose juliana%xiuhtezcatl tonatiuh m.%alexander loznak%jacob lebel%earth guardians,individual%ngo,united states%national association of manufacturers,fed%trade_assn,thomas m. coffin,plaintiff,none,epa%office of management and budget,oregon,nepa%cwa%caa%cercla%energy policy act,none,stop emissions,clean air,greenhouse gas emissions,2,yes,6,equal protection%discrimination,10,"dr. james hansen, none, none",10,no,49,ocean acidification%carbon emissions%carbon dioxide%climate change%atmospheric carbon dioxide%sea level rise%greenhouse gas,0,none,0,Interesting case,Atmosphere,Atmosphere,waste & pollution,Production,thomas m. coffin,thomas,m.,coffin,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
312,2422,2020-0484-swomle-001,Swomley v. Schroyer,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:60RX-02B1-JC0G-60KF-00000-00&context=1516831&sourcegroupingtype=G,484 F. Supp. 3d 970,Civil Action No. 19-cv-01055-TMT,19-01055,none,U.S. Federal,United States District Court for the District of Colorado,9/3/20,john swomley%todd barker%david goldstein%elizabeth swomley%olivia swomley%james swomley%robert cosinuke%willa cosinuke%jennifer krier,individual,united states forest service,fed,timothy m. tymkovich,defendant,none,fs,colorado,nepa,none,prevent extraction,forest,logging project,0,yes,0,none,11,none,1,yes,0,none,0,none,0,none,Biosphere,Flora,conservation,Flora/Fauna/Ecosystems,timothy m. tymkovich,timothy,m.,tymkovich,m,1,1391791,2991,tymkovich,timothy,m., ,NA,NA,1956,Denver,CO,NA,NA,NA, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Tenth Circuit,Judge,George W. Bush,Republican,,,Qualified,CA100407, ,,1/7/03,Colorado College,B.A.,1979,University of Colorado Law School,J.D.,1982,,,,,,NA,,,NA,"Law clerk, Hon. William H. Erickson, Colorado Supreme Court, 1982-1983; Private practice, Colorado, 1983-1991; Solicitor general, State of Colorado, 1991-1996; Private practice, Denver, Colorado, 1996-2003; Member, Judicial Conference of the United States, 2015-present","Nominated to U.S. Court of Appeals for the Tenth Circuit, May 25, 2001; no Senate vote; Nominated to U.S. Court of Appeals for the Tenth Circuit, September 4, 2001; no Senate vote",NA,Republican,George W. Bush,USCA,U. S. Court of Appeals for the Tenth Circuit,CO,1/7/03,5603505692,0.887,0.887,0.4035,0.581,0.724,0.86,0.4035,0.581,0.306,0.385,0,0,1,1956,M,White,Qualified,University of Colorado Law School,"Law clerk, Hon. William H. Erickson, Colorado Supreme Court, 1982-1983<br>Private practice, Colorado, 1983-1991<br>Solicitor general, State of Colorado, 1991-1996<br>Private practice, Denver, Colorado, 1996-2003<BR><BR>Nominated to U.S. Court of Appeals for the Tenth Circuit, May 25, 2001; no Senate vote<BR>Nominated to U.S. Court of Appeals for the Tenth Circuit, September 4, 2001; no Senate vote",NA,2003,3,B.A.,0,0,10,0.383,0.867276622,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,Tenth Circuit,,NA,m,NA,NA,NA,NA,NA,1,0,circuit court judge ruling by designation?
370,2937,"2018-2018-nrdc,x-002","NRDC, Inc. v. Ill. Power Res. Generating, LLC",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5RG9-71T1-JFSV-G14C-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 9854,No. 13-cv-1181,13-01181,none,U.S. Federal,"United States District Court for the Central District of Illinois, Springfield Division",1/22/18,natural resource defense council%respiratory health association%sierra club,ngo,illionois power resources generating llc,industry,tom shanzle-haskins,defendant,none,none,illinois,caa,none,stop air pollution,clean air,smoke stack emissions,0,no,0,none,4,none,12,no,0,none,0,none,0,none,Atmosphere,Atmosphere,waste & pollution,Production,tom shanzle-haskins,tom,,shanzle-haskins,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
70,503,1993-0836-joslyn-001,Joslyn Mfg. Co. v. T.L. James & Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-KKG0-001T-61PS-00000-00&context=1516831&sourcegroupingtype=G,836 F. Supp. 1264,CIVIL ACTION NO. 87-2054,87-02054,"Where release of a hazardous substance caused the lessee to incur response costs, the court held that the owner and prior owner were not ""responsible persons"" under the relevant federal and state statutes and that the lessee could not recover costs.",U.S. Federal,"United States District Court for the Western District of Louisiana, Shreveport Division",7/8/93,joslyn manufacturing company,industry,"koppers company, inc.%louisiana & arkansas railway company%t. l. james & company, inc.",industry,tom stagg,defendant,none,none,louisiana,cercla,none,recover costs%determine liability,hazardous substances,environmental contamination,6,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Production,tom stagg,tom,,stagg,NA,1,1388201,2265,stagg,thomas,e.,Jr.,1,19,1923,Shreveport,LA,6,23,2015,Shreveport,LA,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Richard M. Nixon,Republican,,,Qualified,LAWD0305, ,,2/18/74,Louisiana State University,B.A.,1943,Louisiana State University Law School,LL.B.,1949,,,,,,NA,,,NA,"U.S. Army captain, Infantry, 1943-1946; Private practice, Shreveport, Louisiana, 1949-1974; Vice-president, King Hardware Co., Louisiana, 1955-1974; President, The Abe Meyer Corporation, Shreveport, Louisiana, 1960-1974; Managing partner, Pierremont Mall Shopping Center, 1963-1974; President, Stagg Investments, Inc., 1964-1974; Managing partner, Camellia Trading Company, 1974-",,1923,Republican,Richard M. Nixon,USDC,"U. S. District Court, Western District of Louisiana",LA,2/18/74,NA,NA,0.413,0.545,NA,0.545,NA,-0.106333333,0.418,-0.051,0.418,1,1,0,1923,M,White,Qualified,Louisiana State University Law School,"U.S. Army captain, Infantry, 1943-1946<BR>Private practice, Shreveport, Louisiana, 1949-1974<BR>Vice-president, King Hardware Co., Louisiana, 1955-1974<BR>President, The Abe Meyer Corporation, Shreveport, Louisiana, 1960-1974<BR>Managing partner, Pierremont Mall Shopping Center, 1963-1974<BR>President, Stagg Investments, Inc., 1964-1974<BR>Managing partner, Camellia Trading Company, 1974-",1992,1974,5,B.A.,0,0,0,0.03,NA,,NA,3000,,NA,3000,NA,NA,NA,1992,NA,NA,"U. S. District Court, Western District of Louisiana",,NA,e,NA,NA,NA,NA,NA,1,0,
98,674,1975-0392-louisi-001,Louisiana v. Train,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4V-N8J0-0054-61TG-00000-00&context=1516831&sourcegroupingtype=G,392 F. Supp. 564,Civ. A. No. 75-0364,75-00364,"A court of appeals had exclusive jurisdiction to hear a challenge to the decision of the Administrator of the Environmental Protection Agency to deny the state an emergency exemption to the Federal Insecticide, Fungicide, and Rodenticide Act.",U.S. Federal,"United States District Court for the Western District of Louisiana, Shreveport Division",4/21/75,louisiana,state,epa,fed,tom stagg,defendant,jurisdiction: review must go to appellate not district court,epa,louisiana,fifra,none,state wanted exemption to rule,crops,banned insecticide,6,no,0,none,3,"dr. norman dyer, pesticides, epa",3,no,0,none,0,none,0,not trying to protect nature; louisiana wants a FIFRA exemption,Biosphere,Flora,waste & pollution,Pollution/Waste,tom stagg,tom,,stagg,NA,1,1388201,2265,stagg,thomas,e.,Jr.,1,19,1923,Shreveport,LA,6,23,2015,Shreveport,LA,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Richard M. Nixon,Republican,,,Qualified,LAWD0305, ,,2/18/74,Louisiana State University,B.A.,1943,Louisiana State University Law School,LL.B.,1949,,,,,,NA,,,NA,"U.S. Army captain, Infantry, 1943-1946; Private practice, Shreveport, Louisiana, 1949-1974; Vice-president, King Hardware Co., Louisiana, 1955-1974; President, The Abe Meyer Corporation, Shreveport, Louisiana, 1960-1974; Managing partner, Pierremont Mall Shopping Center, 1963-1974; President, Stagg Investments, Inc., 1964-1974; Managing partner, Camellia Trading Company, 1974-",,1923,Republican,Richard M. Nixon,USDC,"U. S. District Court, Western District of Louisiana",LA,2/18/74,NA,NA,0.413,0.545,NA,0.545,NA,-0.106333333,0.418,-0.051,0.418,1,1,0,1923,M,White,Qualified,Louisiana State University Law School,"U.S. Army captain, Infantry, 1943-1946<BR>Private practice, Shreveport, Louisiana, 1949-1974<BR>Vice-president, King Hardware Co., Louisiana, 1955-1974<BR>President, The Abe Meyer Corporation, Shreveport, Louisiana, 1960-1974<BR>Managing partner, Pierremont Mall Shopping Center, 1963-1974<BR>President, Stagg Investments, Inc., 1964-1974<BR>Managing partner, Camellia Trading Company, 1974-",1992,1974,5,B.A.,0,0,0,0.03,NA,,NA,3000,,NA,3000,NA,NA,NA,1992,NA,NA,"U. S. District Court, Western District of Louisiana",,NA,e,NA,NA,NA,NA,NA,1,0,
